,,MESURES DE CENTRALITÉ,,,,,,,,,,,,
Kopp,J.,1,1736,8,1071,8,1101,0.362,2369,0,1750,0.006,2352,
Koranyi,Alexandre de,1,1737,1,2605,1,2607,0.399,1853,0,1751,0.009,2125,
Korda,Pierre J.,1,1738,6,1275,6,1294,0.411,1617,0,1752,0.017,1708,
Kordon,W,1,1739,1,2606,1,2608,0.242,2863,0,1753,0,2857,
Kornfeld,Siegmund,1,1740,3,2099,3,2111,0.392,2034,0,1754,0.01,2018,
Korwin-Piotrowska,de,1,1741,5,1621,5,1637,0.413,1324,0,1755,0.041,1010,
Koste,E.,1,1742,5,1622,5,1638,0.413,1325,0,1757,0.041,1011,
Kotek,Georg,1,1743,1,2607,1,2609,0.353,2565,0,1758,0.004,2609,
Kotlan,A.,1,1744,5,1623,5,1639,0.413,1326,0,1759,0.041,1012,
Kotze,H.U. Von,1,1745,1,2608,1,2610,0.328,2780,0,1760,0.002,2768,
Koukoules,Phaedon,1,1746,3,2100,3,2112,0.401,1763,0,1761,0.012,1891,
Kovaca,Aloyse,1,1747,70,137,70,182,0.457,443,0,1762,0.15,125,
Kovesligethy,de,1,1748,28,443,28,485,0.434,715,0,1763,0.044,652,
Kow,Joachim,1,1749,2,2273,2,2281,0.346,2715,0,1764,0.003,2739,
Kozai,Y.,1,1750,4,1963,4,1980,0.397,1929,0,1765,0.015,1768,
Krahmann,Max,1,1751,17,706,20,680,0.448,549,5.9,638,0.063,429,
Kraimk,Sylvain,1,1752,5,1624,5,1640,0.413,1327,0,1766,0.041,1013,
Krajicek,Josef,1,1753,1,2609,1,2611,0.399,1854,0,1767,0.009,2126,
Kraus,Charles,1,1754,5,1625,5,1641,0.413,1328,0,1768,0.041,1014,
Krause,,1,1755,1,2610,1,2612,0.399,1855,0,1769,0.009,2127,
Krcrnery,S.,1,1756,27,470,27,518,0.429,782,0,1770,0.031,1386,
Kreppel,J.,1,1757,5,1626,5,1642,0.413,1329,0,1771,0.041,1015,
Krimbergs,Rob.,1,1758,7,1171,7,1201,0.362,2370,0,1772,0.007,2268,
Krippel,Moricnak,1,1759,18,680,18,730,0.409,1638,0,1773,0.04,1280,
Krohn,Kaarle,1,1760,1,2611,1,2613,0.353,2566,0,1774,0.004,2610,
Kroon,J.-E.,1,1761,3,2101,3,2113,0.392,2035,0,1775,0.01,2019,
Kuhn,,1,1762,1,2612,1,2614,0.399,1857,0,1776,0.009,2128,
Kuhnert,,1,1763,5,1627,5,1643,0.413,1330,0,1777,0.041,1016,
Kulz,,1,1764,5,1628,5,1644,0.413,1331,0,1778,0.041,1017,
Kunst,J.,1,1765,1,2613,1,2615,0.353,2567,0,1779,0.004,2611,
Kuntz,,1,1766,21,592,21,646,0.419,960,0,1780,0.04,1281,
Kuo,P. W.,1,1767,3,2102,3,2114,0.337,2734,0,1781,0.003,2740,
Kurschek,Josef,1,1768,28,444,28,486,0.434,716,0,1782,0.044,653,
Kwei,John C. B.,1,1769,5,1629,5,1645,0.413,1332,0,1783,0.041,1018,
Labrosse,,1,1770,5,1630,5,1646,0.413,1333,0,1784,0.041,1019,
Lacger,de,1,1771,5,1631,5,1647,0.413,1334,0,1785,0.041,1020,
Lacy,Mary G.,1,1772,5,1633,5,1649,0.413,1335,0,1787,0.041,1021,
Ladeuze,P.,1,1773,4,1964,4,1981,0.402,1733,0,1788,0.018,1653,
Laes,,1,1774,1,2614,1,2616,0.353,2568,0,1789,0.004,2612,
Lahy,,1,1775,5,1635,5,1650,0.413,1336,0,1790,0.041,1022,
Laignel-Lavastine,,1,1776,3,2103,3,2115,0.392,2036,0,1791,0.01,2020,
Lambie,Morris B.,1,1777,3,2104,3,2116,0.384,2115,0,1792,0.011,1944,
Lange,Robert,1,1778,4,1965,4,1982,0.401,1764,0,1793,0.013,1864,
Langendorff,von,1,1779,3,2105,3,2117,0.392,2037,0,1794,0.01,2021,
Langfors,,1,1780,50,212,50,258,0.472,243,0,1796,0.12,181,
Languereau,,1,1781,42,259,45,297,0.439,668,20.7,590,0.092,279,
Lannung,Hermad L.,1,1782,14,815,14,843,0.393,1993,0,1797,0.017,1709,
Lanux,Pierre de,1,1783,6,1277,6,1296,0.413,1337,0,1798,0.042,718,
Lapie,,1,1784,12,872,13,871,0.463,352,0,1799,0.07,388,
Larmeroux,Jean,1,1785,6,1278,6,1297,0.383,2122,0,1800,0.013,1865,
Larsson,Hans,1,1786,2,2274,2,2282,0.382,2130,0,1801,0.009,2129,
Lascar,Stephane,1,1787,1,2615,1,2617,0.36,2419,0,1802,0.005,2442,
Laskine,,1,1788,5,1637,5,1652,0.413,1338,0,1803,0.041,1023,
Latham,Geo,1,1789,5,1638,5,1653,0.413,1339,0,1804,0.041,1024,
Lauga,Jean,1,1790,5,1639,5,1654,0.413,1340,0,1805,0.041,1025,
Laughlin,Kathleen,1,1791,5,1640,5,1655,0.413,1341,0,1806,0.041,1026,
Launay,de,1,1792,41,279,41,334,0.441,638,0,1808,0.07,389,
Launay,L. de,1,1793,15,782,15,817,0.447,563,0,1807,0.049,576,
Lauterbach,C. E.,1,1794,1,2616,1,2618,0.399,1858,0,1809,0.009,2130,
Lauterbach,,1,1795,2,2275,2,2283,0.375,2202,0,1810,0.006,2353,
Lavandez,Jose,1,1796,1,2617,1,2619,0.353,2569,0,1811,0.004,2613,
Lavarenne,M.,1,1797,5,1641,5,1656,0.413,1342,0,1812,0.041,1027,
Laya,Jean-François,1,1798,6,1279,6,1298,0.418,989,0.3,689,0.044,654,
Layton,W. T.,1,1799,2,2276,2,2284,0.329,2778,0,1813,0.001,2824,
Le Mesurier,Irene,1,1800,5,1642,5,1657,0.413,1343,0,1814,0.041,1028,
Leak,D. A.,1,1801,1,2618,1,2620,0.272,2860,0,1815,0,2858,
Lebrun,G.,1,1802,73,114,75,154,0.461,374,41.3,544,0.172,85,
Lebrun,,1,1803,7,1172,7,1202,0.429,783,0,1816,0.027,1457,
Leclercq,Rene,1,1804,1,2619,1,2621,0.353,2570,0,1817,0.004,2614,
Leclerq,,1,1805,3,2106,3,2118,0.392,2038,0,1818,0.01,2022,
Lecointe,G.,1,1806,18,682,18,731,0.409,1639,0,1819,0.04,1282,
Lecomte,,1,1807,5,1643,5,1658,0.413,1344,0,1820,0.041,1029,
Lecomte,Georges,1,1808,1,2620,1,2622,0.399,1859,0,1821,0.009,2131,
Lederrey,M. R.,1,1809,6,1280,6,1299,0.374,2238,0,1822,0.01,2023,
Lefrancq,Jacques,1,1810,10,961,11,936,0.459,395,14.8,605,0.057,489,
Lehmann,Reinhold,1,1811,2,2277,2,2285,0.401,1765,0,1823,0.01,2024,
Lehmann-Russbeldt,Otto,1,1812,2,2278,2,2286,0.399,1860,0,1824,0.009,2132,
Leite de Vasconcellos,Jose,1,1813,1,2621,1,2623,0.353,2571,0,1825,0.004,2615,
Leitmas,,1,1814,1,2622,1,2624,0.369,2336,0,1826,0.005,2443,
Lemmon,John,1,1815,7,1173,7,1203,0.421,897,0,1827,0.018,1654,
Lemonon,,1,1816,5,1644,5,1659,0.413,1345,0,1828,0.041,1030,
Lenoir,Georges,1,1817,4,1966,4,1983,0.375,2203,0,1829,0.007,2269,
Lentzen,Leo James,1,1818,5,1645,5,1660,0.413,1346,0,1830,0.041,1031,
Leon,Camille,1,1819,2,2279,2,2287,0.37,2308,0,1831,0.005,2444,
Leon-Dufour,B.,1,1820,6,1281,6,1300,0.373,2264,0,1832,0.01,2025,
Lepine,Pierre,1,1821,5,1646,5,1661,0.413,1347,0,1834,0.041,1032,
Leporini,Heinrich,1,1822,1,2623,1,2625,0.353,2572,0,1835,0.004,2616,
Lequeux,A.,1,1823,5,1647,5,1662,0.413,1348,0,1836,0.041,1033,
Leredu,,1,1824,4,1967,4,1984,0.346,2716,0,1837,0.005,2445,
Leris,Pierre,1,1825,2,2281,2,2288,0.399,1861,0,1838,0.009,2133,
Lesourds,E.,1,1826,1,2624,1,2626,0.346,2717,0,1839,0.003,2741,
Lessinoff,P.,1,1827,1,2625,1,2627,0.399,1862,0,1840,0.009,2134,
Levy,R.,1,1828,5,1648,5,1663,0.413,1349,0,1841,0.041,1034,
Levy-Ullmann,,1,1829,5,1649,5,1664,0.413,1350,0,1842,0.041,1035,
Ley,A. H.,1,1830,2,2282,2,2289,0.37,2309,0,1843,0.006,2355,
Lichtenberger,Henri,1,1831,5,1650,5,1665,0.413,1351,0,1844,0.041,1036,
Lieberath,Ebbe,1,1832,3,2107,3,2120,0.337,2735,0,1845,0.003,2742,
Liebleitner,Karl,1,1833,1,2626,1,2628,0.353,2573,0,1846,0.004,2617,
Liedman,Karl F.,1,1834,9,1009,9,1045,0.413,1352,0,1847,0.018,1655,
Lindsay,,1,1835,1,2627,1,2629,0.36,2420,0,1848,0.005,2446,
Linehan,,1,1836,5,1651,5,1666,0.377,2166,0,1849,0.01,2026,
Lingelbach,William,1,1837,2,2283,2,2290,0.4,1788,0,1850,0.01,2027,
Linvingston,Burton E.,1,1838,2,2284,2,2291,0.348,2702,0,1851,0.005,2447,
Lion,Hilde,1,1839,5,1652,5,1667,0.413,1353,0,1852,0.041,1037,
Lipman,J. C.,1,1840,3,2108,3,2121,0.392,2039,0,1853,0.01,2028,
Lippmann,Louis,1,1841,1,2628,1,2630,0.36,2421,0,1854,0.005,2448,
Livingstone,R.W.,1,1842,1,2629,1,2631,0.353,2574,0,1855,0.004,2618,
Llaveria,Joaquin,1,1843,1,2630,1,2632,0.346,2718,0,1856,0.003,2743,
Lloyd,A. C. G.,1,1844,40,308,40,358,0.421,898,0,1857,0.042,720,
Lloyd Evans,O.,1,1845,5,1653,5,1668,0.413,1354,0,1858,0.041,1038,
Lloyd George,David,1,1846,4,1969,4,1985,0.395,1957,0,1859,0.014,1803,
Lloyd Jones,Chester,1,1847,11,907,11,937,0.402,1734,0,1860,0.02,1596,
Locquin,Jean,1,1848,12,873,12,904,0.46,386,0,1861,0.036,1316,
Loder,B.C.J. ,1,1849,7,1174,7,1204,0.395,1958,0,1862,0.016,1738,
Lodi,Fernando,1,1850,1,2631,1,2633,0.332,2767,0,1863,0.002,2769,
Loehr,August von,1,1851,21,594,23,590,0.432,751,248.3,394,0.062,447,
Loeliger,,1,1852,6,1282,6,1301,0.393,1994,0,1864,0.013,1866,
Lomba,R. L.,1,1853,1,2632,1,2634,0.374,2239,0,1865,0.006,2357,
Lonnberg,Einar,1,1854,19,652,19,700,0.396,1941,0,1866,0.018,1656,
Lorentz-Kaiser,A.C.,1,1855,22,556,22,608,0.464,329,0,1867,0.073,365,
Lory,Chas. A.,1,1856,2,2285,2,2292,0.411,1618,0,1868,0.014,1804,
Loudon,Jonkheer,1,1857,31,391,32,428,0.475,210,15.9,604,0.111,207,
Lough,James E.,1,1858,1,2633,1,2635,0.399,1863,0,1870,0.009,2135,
Loukovich,Kosta,1,1859,5,1654,5,1670,0.413,1355,0,1871,0.041,1039,
Lovelace,Manl de J.,1,1860,3,2109,3,2122,0.37,2310,0,1872,0.006,2358,
Lovtzky,,1,1861,5,1655,5,1671,0.413,1356,0,1873,0.041,1040,
Lowe,E. E.,1,1862,1,2634,1,2636,0.353,2575,0,1874,0.004,2619,
Lowry,A.,1,1863,5,1656,5,1672,0.413,1357,0,1875,0.041,1041,
Luckey,G. W. A.,1,1864,1,2635,1,2637,0.399,1864,0,1876,0.009,2136,
Lugeon,Maurice,1,1865,2,2286,2,2293,0.35,2694,0,1877,0.004,2620,
Luible,Martin,1,1866,4,1971,4,1986,0.404,1701,0,1878,0.016,1739,
Lust,Eug.,1,1867,1,2636,1,2638,0.295,2844,0,1879,0.001,2825,
Luthi,Karl G.,1,1868,1,2637,1,2639,0.353,2576,0,1880,0.004,2621,
Lutrario,A.C.,1,1869,21,595,21,647,0.336,2747,0,1881,0.007,2270,
Lyall,L.A.,1,1870,8,1072,8,1105,0.371,2287,0,1882,0.008,2226,
Lyttelton,Edith,1,1871,3,2110,3,2123,0.37,2311,0,1883,0.006,2359,
Macara,Charles,1,1872,2,2287,2,2294,0.373,2265,0,1884,0.007,2271,
Maccas,Leon,1,1873,5,1657,5,1673,0.413,1358,0,1885,0.041,1042,
Macdonald,J. A.,1,1874,10,962,10,991,0.394,1974,0,1886,0.013,1867,
Mackenzie,H. W.,1,1875,19,653,19,701,0.396,1942,0,1887,0.018,1657,
MacLagan,E. R. D.,1,1876,1,2638,1,2640,0.353,2577,0,1888,0.004,2622,
MacLean,J. D.,1,1877,9,1011,9,1047,0.373,2266,0,1889,0.009,2137,
MacMillan,Chrystal,1,1878,6,1283,6,1302,0.379,2146,0,1890,0.009,2138,
Macovei,,1,1879,3,2111,3,2124,0.392,2040,0,1891,0.01,2029,
Maddison,Isabel,1,1880,2,2288,2,2295,0.361,2387,0,1892,0.005,2449,
Madrid,Samuel de,1,1881,3,2113,3,2125,0.405,1687,0,1893,0.014,1805,
Madsen,Th.,1,1882,21,596,21,648,0.336,2748,0,1894,0.007,2272,
Maes,,1,1883,1,2639,1,2641,0.353,2578,0,1895,0.004,2623,
Mager,Jerg,1,1884,1,2640,1,2642,0.399,1865,0,1896,0.009,2139,
Magnusson,L.,1,1885,4,1972,4,1988,0.425,855,0,1897,0.02,1597,
Magrini,,1,1886,5,1658,5,1674,0.413,1359,0,1898,0.041,1043,
Magyary,Zoltan de,1,1887,22,558,24,578,0.419,962,8.2,625,0.065,417,
Magyary,Geza de,1,1888,28,445,28,488,0.434,717,0,1899,0.044,655,
Mahieu,,1,1889,8,1073,8,1107,0.369,2337,0,1900,0.012,1893,
Maillard,Georges,1,1890,5,1659,5,1675,0.413,1360,0,1901,0.041,1044,
Mailloux,C. O.,1,1891,6,1284,6,1303,0.373,2267,0,1902,0.01,2030,
Mair,G. H.,1,1892,2,2289,2,2296,0.392,2041,0,1903,0.011,1946,
Malcolm,L. W. G.,1,1893,5,1660,5,1676,0.413,1361,0,1904,0.041,1045,
Maldons,,1,1894,7,1176,7,1205,0.362,2371,0,1905,0.007,2273,
Mallet,Bernard,1,1895,73,115,75,156,0.461,375,41.3,545,0.172,86,
Maltini,Roberto,1,1896,11,908,11,940,0.447,564,385,325,0.055,512,
Malvy,,1,1897,9,1012,9,1048,0.457,445,0,1906,0.029,1420,
Maly,Jar.,1,1898,2,2290,2,2297,0.37,2312,0,1907,0.005,2450,
Malye,,1,1899,5,1661,5,1677,0.413,1362,0,1908,0.041,1046,
Mandach,de,1,1900,19,654,19,702,0.458,410,0,1909,0.047,594,
Mandelstamm,Valentin,1,1901,41,280,41,337,0.441,639,0,1910,0.07,390,
Mandere,Van der,1,1902,1,2641,1,2643,0.33,2775,0,1911,0.001,2826,
Manieri,G. B.,1,1903,1,2642,1,2644,0.353,2579,0,1912,0.004,2624,
Mann,H. M.,1,1904,1,2643,1,2645,0.374,2240,0,1913,0.006,2360,
Manneback,Charles,1,1905,3,2114,3,2126,0.402,1735,0,1914,0.014,1806,
Manning,,1,1906,7,1177,7,1206,0.404,1702,0,1915,0.015,1769,
Mansbridge,Albert,1,1907,5,1662,5,1679,0.413,1363,0,1916,0.041,1047,
Manus,Rosa,1,1908,11,909,11,941,0.378,2153,0,1917,0.014,1808,
Maquet,J.,1,1909,16,739,17,746,0.465,316,26.2,576,0.066,413,
Maraini,Antonio,1,1910,1,2644,1,2646,0.353,2580,0,1918,0.004,2625,
Marcel,Pierre,1,1911,3,2115,3,2127,0.389,2094,0,1919,0.009,2140,
March,Lucien,1,1912,70,138,70,183,0.457,446,0,1920,0.15,126,
Marchandeau,,1,1913,1,2645,1,2647,0.353,2581,0,1921,0.004,2626,
Marchant,James,1,1914,4,1974,4,1989,0.37,2313,0,1922,0.007,2274,
Marchi,Mario de,1,1915,5,1663,5,1680,0.413,1364,0,1923,0.041,1048,
Marcilly,de,1,1916,5,1664,5,1681,0.413,1365,0,1924,0.041,1049,
Marez,des,1,1917,4,1975,4,1990,0.453,497,0,1925,0.023,1528,
Mari,Jose,1,1918,1,2646,1,2648,0.322,2809,0,1926,0.001,2827,
Marich,A. H. de,1,1919,3,2116,3,2128,0.382,2131,0,1927,0.009,2141,
Marie-Davy,F.,1,1920,2,2291,2,2298,0.389,2095,0,1928,0.011,1947,
Marijon,,1,1921,18,683,18,732,0.409,1640,0,1929,0.034,1339,
Marini,Oddone,1,1922,5,1665,5,1682,0.413,1366,0,1930,0.041,1050,
Marinkovic,,1,1923,18,684,18,733,0.418,990,170.4,433,0.055,513,
Marinus,A.,1,1924,1,2647,1,2649,0.353,2582,0,1931,0.004,2627,
Maro,Paul,1,1925,5,1666,5,1683,0.413,1367,0,1932,0.041,1051,
Marquet de Vasselot,,1,1926,1,2648,1,2650,0.353,2583,0,1933,0.004,2628,
Marquis,A. N.,1,1927,25,511,26,553,0.419,963,7.9,628,0.071,372,
Marrubini,,1,1928,42,260,45,298,0.439,669,20.7,591,0.092,280,
Marshall,H. W.,1,1929,3,2117,3,2129,0.319,2827,0,1934,0.001,2828,
Marston,Maurice,1,1930,5,1667,5,1684,0.413,1368,0,1935,0.041,1052,
Martens van Sevenhoven,A. H.,1,1931,7,1178,7,1207,0.322,2810,0,1936,0.002,2770,
Martin,,1,1932,5,1668,5,1685,0.413,1369,0,1937,0.041,1053,
Martin,Louis,1,1933,5,1669,5,1686,0.413,1370,0,1938,0.041,1054,
Martin,Etienne,1,1934,3,2118,3,2130,0.392,2043,0,1939,0.01,2031,
Martin-Achard,,1,1935,1,2649,1,2651,0.322,2811,0,1940,0.001,2829,
Martinez Suarez,F.,1,1936,1,2650,1,2652,0.353,2584,0,1941,0.004,2629,
Martougin,,1,1937,1,2651,1,2653,0.353,2585,0,1942,0.004,2630,
Marty,,1,1938,5,1670,5,1687,0.413,1371,0,1943,0.041,1055,
Marx,,1,1939,24,524,26,554,0.421,899,7.9,629,0.063,430,
Marzescu,,1,1940,6,1285,6,1304,0.419,964,0,1944,0.021,1570,
Mascaro,F.,1,1941,6,1286,6,1305,0.457,447,0,1945,0.027,1459,
Maseras,Alfons,1,1942,6,1287,6,1306,0.426,832,0,1946,0.045,624,
Massart,,1,1943,19,655,19,703,0.396,1943,0,1947,0.018,1659,
Mathews,Jocelyn,1,1944,7,1179,7,1208,0.404,1703,0,1948,0.015,1770,
Mathieu,,1,1945,22,560,22,610,0.432,752,171.5,431,0.044,656,
Mathieu,Henri,1,1946,5,1671,5,1688,0.413,1372,0,1949,0.041,1056,
Matthews,Alice,1,1947,5,1672,5,1689,0.413,1373,0,1950,0.041,1057,
Maugain,,1,1948,5,1673,5,1690,0.413,1374,0,1951,0.041,1058,
Maumene,,1,1949,1,2652,1,2654,0.353,2586,0,1952,0.004,2631,
Mauran,,1,1950,2,2292,2,2299,0.407,1657,0,1953,0.011,1948,
Mauritz,B.,1,1951,28,446,28,489,0.434,718,0,1954,0.044,657,
May,,1,1952,2,2293,2,2300,0.37,2314,0,1955,0.005,2451,
Maybon,Albert,1,1953,5,1674,5,1691,0.413,1375,0,1956,0.041,1059,
Mazerolle,Fernand,1,1954,2,2295,2,2302,0.427,814,0,1958,0.015,1771,
Mazon,Andre,1,1955,5,1675,5,1692,0.413,1376,0,1959,0.041,1060,
McAlpine,D.,1,1956,2,2296,2,2303,0.375,2205,0,1960,0.006,2361,
McDonald,Emma,1,1957,2,2297,2,2304,0.361,2388,0,1962,0.005,2452,
McIntyre,Anne,1,1958,7,1181,7,1209,0.385,2109,0,1963,0.011,1949,
McNair,F. W.,1,1959,1,2653,1,2655,0.36,2422,0,1964,0.005,2453,
McPike,Eugene F.,1,1960,2,2298,2,2305,0.375,2206,0,1965,0.006,2362,
Medeiros e Albuquerque,J. de,1,1961,5,1676,5,1693,0.413,1377,0,1966,0.041,1061,
Medici,J.,1,1962,13,835,13,872,0.424,863,0,1967,0.028,1441,
Medina,Tomas Francisco,1,1963,70,139,70,184,0.457,448,0,1968,0.15,127,
Meeker,Royal ,1,1964,8,1076,8,1108,0.411,1620,0,1969,0.023,1529,
Megata,T.,1,1965,7,1182,7,1210,0.332,2768,0,1970,0.002,2771,
Meier,John,1,1966,5,1677,5,1694,0.413,1378,0,1971,0.041,1062,
Meillet,,1,1967,5,1678,5,1695,0.413,1379,0,1972,0.041,1063,
Meinhardt,,1,1968,6,1288,6,1307,0.415,1030,0,1973,0.042,721,
Mejenko,G.,1,1969,40,310,40,359,0.421,900,0,1974,0.042,722,
Melcher,Frederick,1,1970,42,261,45,299,0.439,670,20.7,592,0.092,281,
Meller,Heinrich,1,1971,11,911,11,945,0.426,833,0,1975,0.026,1469,
Meller,W.,1,1972,8,1077,8,1109,0.393,1997,0,1976,0.014,1810,
Mello e Simas,,1,1973,2,2299,2,2306,0.399,1867,0,1977,0.009,2142,
Menardos,S.,1,1974,16,740,16,783,0.414,1043,0,1978,0.023,1530,
Mendelssohn-Bartholdy,A.,1,1975,2,2300,2,2307,0.399,1868,0,1979,0.009,2143,
Mendes Correa,,1,1976,1,2654,1,2656,0.353,2587,0,1980,0.004,2632,
Menner,Wenzel,1,1977,2,2301,2,2308,0.37,2315,0,1981,0.005,2454,
Menz,Sigmund,1,1978,7,1183,7,1211,0.466,307,0,1982,0.032,1365,
Merida,Carlos,1,1979,1,2655,1,2657,0.353,2588,0,1983,0.004,2633,
Merillon,Daniel,1,1980,1,2656,1,2658,0.295,2845,0,1984,0.001,2830,
Merriam,Charles E.,1,1981,6,1289,6,1308,0.444,608,0,1985,0.028,1442,
Methorst,H.W.,1,1982,75,108,78,146,0.461,376,120.4,462,0.174,82,
Meyer,Hellmuth,1,1983,6,1290,6,1309,0.426,834,0,1986,0.045,625,
Meyer,Katherina von,1,1984,5,1679,5,1696,0.413,1380,0,1987,0.041,1064,
Meyer,Jose,1,1985,5,1680,5,1697,0.413,1381,0,1988,0.041,1065,
Meyer,E.,1,1986,3,2119,3,2131,0.391,2074,0,1990,0.012,1894,
Meyer,L.,1,1987,1,2657,1,2659,0.399,1869,0,1989,0.009,2144,
Meyer,H. H. B.,1,1988,1,2658,1,2660,0.327,2782,0,1991,0.001,2831,
Meyerowitch,,1,1989,5,1681,5,1698,0.413,1382,0,1992,0.041,1066,
Michalakopoulo,A.,1,1990,16,741,16,784,0.414,1044,0,1993,0.023,1531,
Michelet,C. F.,1,1991,3,2120,3,2132,0.419,965,0,1994,0.018,1660,
Michelin,A.,1,1992,7,1184,7,1212,0.465,317,0,1995,0.036,1317,
Michelis,de,1,1993,2,2302,2,2309,0.333,2763,0,1996,0.002,2772,
Michon,E.,1,1994,1,2659,1,2661,0.353,2589,0,1997,0.004,2634,
Miegl,Ing. J. P.,1,1995,8,1078,8,1110,0.419,966,0,1998,0.017,1710,
Mieli,Aldo,1,1996,5,1682,5,1699,0.413,1383,0,1999,0.041,1067,
Miers,Henry,1,1997,6,1291,6,1310,0.426,835,0,2000,0.045,626,
Mihalovich,A.,1,1998,6,1292,6,1311,0.431,758,0,2001,0.024,1507,
Milde,J.,1,1999,4,1976,4,1991,0.401,1766,0,2002,0.013,1868,
Milec,Ivan,1,2000,3,2121,3,2133,0.411,1621,0,2003,0.015,1772,
Milioukov,Paul,1,2001,5,1683,5,1700,0.413,1384,0,2004,0.041,1068,
Miller,James C.,1,2002,5,1684,5,1701,0.413,1385,0,2005,0.041,1069,
Millet,Gabriel,1,2003,1,2660,1,2662,0.353,2590,0,2006,0.004,2635,
Mills,M. M.,1,2004,6,1293,6,1312,0.385,2110,0,2007,0.011,1950,
Mimbela,P.,1,2005,21,600,21,649,0.336,2749,0,2008,0.007,2275,
Minnigerode,C. Powel,1,2006,1,2661,1,2663,0.353,2591,0,2010,0.004,2636,
Minotte,,1,2007,5,1685,5,1702,0.413,1386,0,2011,0.041,1070,
Minto,Antonio,1,2008,1,2662,1,2664,0.353,2592,0,2012,0.004,2637,
Mirkine-Guetzevitch,B.,1,2009,11,912,11,946,0.417,1008,177.6,423,0.049,578,
Mirkoff,,1,2010,1,2663,1,2665,0.369,2338,0,2013,0.005,2455,
Misme,,1,2011,5,1686,6,1313,0.453,498,0,2014,0.024,1508,
Mitchell,Wesley C.,1,2012,4,1977,4,1992,0.4,1789,0,2015,0.012,1895,
Mitchell,H. P.,1,2013,1,2664,1,2666,0.353,2593,0,2016,0.004,2638,
Miyajima,T.,1,2014,2,2304,2,2311,0.375,2207,0,2017,0.009,2145,
Mizuno,R.,1,2015,70,141,70,185,0.457,449,0,2018,0.15,128,
Mocatta,F. A.,1,2016,8,1079,10,992,0.449,537,0,2019,0.055,514,
Mockrauer,Franz,1,2017,5,1687,5,1703,0.413,1387,0,2020,0.041,1071,
Modart,G. R.,1,2018,3,2122,3,2134,0.413,1388,0,2021,0.017,1711,
Modigliani,Ettore,1,2019,1,2665,1,2667,0.353,2594,0,2022,0.004,2639,
Moe,Henry Allen,1,2020,1,2666,1,2668,0.399,1870,0,2023,0.009,2146,
Moeller,,1,2021,5,1688,5,1704,0.413,1389,0,2024,0.041,1072,
Mohler,,1,2022,1,2667,1,2669,0.353,2595,0,2025,0.004,2640,
Mohn,Alf.,1,2023,1,2668,1,2670,0.295,2846,0,2026,0.001,2832,
Mohr,Martin,1,2024,5,1689,5,1705,0.413,1390,0,2027,0.041,1073,
Moll,,1,2025,7,1185,7,1213,0.322,2812,0,2028,0.002,2773,
Moll-Weiss,A.,1,2026,5,1690,5,1706,0.413,1391,0,2029,0.041,1074,
Mollenhauer,,1,2027,1,2669,1,2671,0.399,1871,0,2030,0.009,2147,
Monbing,,1,2028,1,2670,1,2672,0.36,2423,0,2031,0.005,2456,
Monier,,1,2029,1,2671,1,2673,0.399,1872,0,2032,0.009,2148,
Monnet,,1,2030,40,311,40,360,0.433,736,0,2033,0.075,351,
Monod,Julien P.,1,2031,9,1015,9,1051,0.403,1712,0,2034,0.021,1571,
Monod,François,1,2032,4,1978,4,1993,0.395,1959,0,2035,0.014,1812,
Monroe,Paul,1,2033,5,1691,5,1707,0.421,901,0,2036,0.019,1623,
Montandon,Raoul,1,2034,5,1692,5,1708,0.413,1392,0,2037,0.041,1075,
Montel,,1,2035,5,1693,5,1709,0.413,1393,0,2038,0.041,1076,
Mool,W.,1,2036,7,1189,7,1215,0.322,2813,0,2039,0.002,2774,
Moorhead,Helen,1,2037,5,1694,5,1710,0.413,1394,0,2040,0.041,1077,
Moran,J. V.,1,2038,17,709,17,749,0.45,527,0,2041,0.06,463,
Morance,Albert,1,2039,16,742,16,785,0.473,227,0,2042,0.046,603,
Morano di Custoza,Pignatti,1,2040,16,743,16,786,0.473,228,0,2043,0.046,604,
Morehouse,Edward W.,1,2041,1,2672,1,2674,0.399,1873,0,2044,0.009,2149,
Morellet,Jean,1,2042,4,1980,4,1994,0.349,2699,0,2045,0.006,2363,
Morgan,W.,1,2043,8,1080,8,1111,0.419,967,0,2046,0.018,1661,
Morin,,1,2044,2,2305,2,2312,0.346,2719,0,2047,0.005,2457,
Morrin,E. B.,1,2045,16,744,16,787,0.447,565,0,2048,0.042,723,
Mosinskis,,1,2046,5,1695,5,1712,0.413,1395,0,2049,0.041,1078,
Moskalenko,,1,2047,5,1696,5,1713,0.413,1396,0,2050,0.041,1079,
Motchoulski,,1,2048,5,1697,5,1714,0.413,1397,0,2051,0.041,1080,
Mott,William E.,1,2049,5,1698,5,1715,0.361,2389,0,2052,0.007,2277,
Mottaz,Eug.,1,2050,4,1982,4,1996,0.352,2676,0,2053,0.004,2641,
Motzkin,L.,1,2051,1,2673,1,2675,0.344,2727,0,2054,0.003,2744,
Mounsey,George,1,2052,2,2306,2,2313,0.37,2316,0,2055,0.006,2364,
Moutier,du,1,2053,5,1699,5,1716,0.413,1398,0,2056,0.041,1081,
Mrozowski,Jean,1,2054,5,1700,5,1717,0.413,1399,0,2058,0.041,1082,
Mueller,Emile,1,2055,5,1701,5,1718,0.413,1400,0,2059,0.041,1083,
